Ссылка;Высказывание;Ключевые слова;Счёт;;;;
https://www.youtube.com/watch?v=9IOo2lJiseQ&lc=UgwvThfOXpTcphyRK594AaABAg.97dpxiRDRKV98O0I_4gLBZ;Ясно куда ..коронавирус( барановирус) их победил;отрицание;33;;;;
https://www.fontanka.ru/2020/09/06/69457635/all.comments.html/;Вопрос ответственности за всё это коронобесие, безусловно, будет поднят и у нас.;отрицание;34;;;;
https://zen.yandex.ru/media/id/5d62179ed7859b00ad3b2bfb/oficialnoe-zaiavlenie-voz-pandemii-net-sluchaino-progovorilis-5ee7a74ceac47909f5482733?fbclid=IwAR2slg3szbLterqbDiwhMpWl0Khut8MlymW3ojjKMbATj9V0OwN0K2R42hk;Опасность Covid-19 была переоценена: вероятно, ни на одном этапе опасность, создаваемая новым вирусом, не выходила за пределы нормального уровня.;отрицание;35;;;;
https://www.youtube.com/watch?v=C1k7SjX3mt4&lc=Ugw8GjcJCpoiKnh5a214AaABAg.9673_o3v-D796DHbQwKJr5;Так нет же, именно сейчас и в связи типа с новым корона вирусом нужны предпринимать такие беЗпрецедентные меры и сеять панику и страх.;отрицание;36;;;;
https://www.youtube.com/watch?v=Sd9Fqva1QQY&lc=UgwX0LwLlgxftBMqrUB4AaABAg.99-ZVm4wjPi99qnKPc6Wrm;то что хотят те, кто всё это придумал - цирк с коронавирусом.;отрицание;37;;;;
https://vk.com/wall-193136226_26884?reply=26887;Британские ученые доказали, коронавирус передается только через СМИ;отрицание;38;;;;
https://www.youtube.com/watch?v=U-Wo0krriQ0&lc=Ugz7Clby3ErkwQyL-DN4AaABAg;Победить короновирус  можно быстро, только удалив действующую власть!!!;отрицание;39;;;;
https://www.youtube.com/watch?v=U-Wo0krriQ0&lc=UgxRflkLUtZK4liLS8B4AaABAg.96iXXJdbEXj97P9-KrQ9z_;что до сегодняшнего дня определенный круг людей получают разные технологии и по сокращению, численности людей на планете, и самый свежий пример, это коронавирус .;отрицание;40;;;;
https://zen.yandex.ru/media/id/5d62179ed7859b00ad3b2bfb/oficialnoe-zaiavlenie-voz-pandemii-net-sluchaino-progovorilis-5ee7a74ceac47909f5482733?fbclid=IwAR2slg3szbLterqbDiwhMpWl0Khut8MlymW3ojjKMbATj9V0OwN0K2R42hk;Официальное заявление ВОЗ, пандемии нет, случайно проговорились;отрицание, пандемия;1;;;;
https://zen.yandex.ru/media/id/5d62179ed7859b00ad3b2bfb/oficialnoe-zaiavlenie-voz-pandemii-net-sluchaino-progovorilis-5ee7a74ceac47909f5482733?fbclid=IwAR2slg3szbLterqbDiwhMpWl0Khut8MlymW3ojjKMbATj9V0OwN0K2R42hk;Немецкие ученые-медики назвали Corona-пандемию глобальной ложной тревогой.;отрицание, пандемия;2;;;;
https://esp.md/interaktiv/2020/06/24/eto-pravda-chto-voz-zayavila-pandemii-koronavirusa-net-i-vakciny-ne-nuzhny;в Таджикистане на официальном уровне поддерживается идея «коронавируса нет».;отрицание, Таджикистан;1;;;;
https://zen.yandex.ru/media/id/5d62179ed7859b00ad3b2bfb/oficialnoe-zaiavlenie-voz-pandemii-net-sluchaino-progovorilis-5ee7a74ceac47909f5482733?fbclid=IwAR2slg3szbLterqbDiwhMpWl0Khut8MlymW3ojjKMbATj9V0OwN0K2R42hk;То есть обвалили экономику своей короноистерией, надели на всех маски-перчатки, перевернули жизни почти всех без исключения людей, а теперь такие признания!!!;отрицание, экономика;1;;;;
https://vk.com/wall-151281157_9536;Некоторые ученые считают, что панголины были промежуточным хозяином для коронавируса SARS-CoV-2, который был впервые обнаружен в китайском городе Ухань в декабре 2019 года.;панголин;1;;;;
https://www.gazeta.ru/social/2020/02/07/12950311.shtml;Китайские ученые нашли вероятного промежуточного хозяина коронавируса 2019-nCoV, им является млекопитающее панголин. ;панголин;2;;;;
https://ru.wikipedia.org/wiki/COVID-19;Функциональные сайты белка пепломера вируса SARS-CoV-2 практически идентичны таковому у вируса, обнаруженного у панголинов[37].;панголин;3;;;;
https://vk.com/wall-193059638_1033;Не известно, как осенью будут сочетаться сезонные инфекции с COVID-19.;пандемия;1;;;;
https://ru.wikipedia.org/wiki/SARS-CoV-2;Коронавирусом SARS-CoV-2 обусловлена продолжающаяся пандемия COVID-19.;пандемия;2;;;;
https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_COVID-19;Пандеми?я COVID-19 — текущая глобальная пандемия коронавирусной инфекции COVID-19, вызванная коронавирусом SARS-CoV-2[3].;пандемия;3;;;;
https://www.5.ua/ru/myr/vtoraia-volna-koronavyrusa-budet-sylnee-pervoi-merkel-222720.html;По мнению Ангелы Меркель, преодолеть коронавирус не удастся, пока не будет изобретена вакцина.;пандемия;4;;;;
https://www.dw.com/ru/uchenye-v-ssha-deti-mogut-nedeljami-nosit-sars-cov-2-v-sebe-bez-simptomov/a-54757045;Коронавирус SARS-CoV-2, вызывающий заболевание COVID-19, выявлен уже у порядка 25 млн жителей планеты.;пандемия;5;;;;
https://www.newsko.ru/articles/nk-5671735.html;Китайский коронавирус угрожает распространиться по всей планете и существенно уменьшить численность человеческой популяции.;пандемия;6;;;;
http://www.privatmed.ru/article/37/239/2550/;Александр задается вопросом, каким образом ковид был объявлен в числе опасных заболеваний и в связи с чем ВОЗ превысил свои полномочия, объявив коронавирусную пандемию:;пандемия;7;;;;
https://www.business-gazeta.ru/article/468307;Корона могла оказаться новой чумой. ;пандемия;8;;;;
https://www.fontanka.ru/2020/09/06/69457635/;Путин: Пандемия коронавируса не изменила жизнь кардинально;пандемия;9;;;;
https://www.fontanka.ru/2020/09/06/69457635/;Пандемия коронавируса не изменила жизнь кардинально, постепенно все вернется на круги своя, считает президент России Владимир Путин.;пандемия;10;;;;
